conteudo,enviado_por,canal,prioridade_atendimento,status_atendimento,tipo_pessoa,gravidade,categoria
"Preciso de consulta emergencial hoje, caso muito sério",BENEFICIARIO,presencial,2,ABERTO,OUTRO,4,urgencia
Minha filha tem febre há 3 dias junto com dor de dente,BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Dente trincado após acidente, está com dor intensa",BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Urgente por favor, a situação piorou muito esta noite",BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,4,urgencia
Sangramento que não para há mais de uma hora,BENEFICIARIO,telefone,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
Meu filho está se recusando a comer de tanta dor,BENEFICIARIO,email,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
Criança com inchaço visível na bochecha desde esta manhã,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
"Preciso de ajuda agora, não pode esperar",BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,4,urgencia
"Caso grave, criança com dor e febre há mais de dois dias",BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Urgentíssimo, minha filha está chorando sem parar",BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Infecção na gengiva com pus, preciso de atendimento hoje",BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,4,urgencia
"Meu filho bateu o dente e ele ficou torto, emergência",BENEFICIARIO,email,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Preciso de resposta urgente, situação piorou de ontem pra hoje",BENEFICIARIO,telefone,2,ABERTO,OUTRO,4,urgencia
Criança com dor muito forte no rosto e no ouvido,BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Urgente, meu filho não consegue abrir a boca direito",BENEFICIARIO,email,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Preciso de socorro, minha filha está chorando de dor há horas",BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Dor de dente com inchaço, febre e cheiro ruim na boca",BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
"Meu filho está com o rosto deformado de inchaço, socorro",BENEFICIARIO,email,1,SOLICITADO,OUTRO,4,urgencia
"Caso gravíssimo, preciso de atendimento urgente agora",BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Minha filha está com muita dor de dente, precisa de ajuda hoje",BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,4,urgencia
"Preciso de atendimento urgente, meu filho não para de chorar de dor",BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Situação crítica, minha menina não consegue comer de tanta dor",BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Urgente, meu filho está com o rosto inchado e com febre",BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Preciso de socorro agora, minha filha está sofrendo muito",BENEFICIARIO,telefone,2,ABERTO,OUTRO,4,urgencia
"Não aguenta mais de dor, precisamos de ajuda com urgência",BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Dor insuportável, meu filho não dormiu a noite toda",BENEFICIARIO,email,1,ABERTO,OUTRO,5,urgencia
"Caso urgente, criança com infecção na boca e febre alta",BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
"Preciso de atendimento hoje, está em situação crítica de dor",BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Minha menina está em pânico de dor, por favor me ajudem",BENEFICIARIO,email,2,ABERTO,OUTRO,5,urgencia
"Urgentíssimo, o dente do meu filho quebrou e está sangrando",BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
"Meu filho caiu e bateu os dentes, está com sangramento",BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Preciso de ajuda hoje mesmo, é grave",BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Situação de emergência bucal, dente infeccionado com pus",BENEFICIARIO,telefone,2,ABERTO,MULHER_APOLONIA,5,urgencia
Criança com dor insuportável há mais de 24 horas,BENEFICIARIO,email,1,ABERTO,MULHER_APOLONIA,4,urgencia
Meu filho não consegue falar direito de tanta dor,BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Urgente, possível fratura no dente após acidente",BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Febre alta e inchaço no rosto, pode ser infecção grave",BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Meu filho está com a bochecha inchada desde ontem, é urgente",BENEFICIARIO,email,1,ABERTO,OUTRO,4,urgencia
"Dor de dente com febre há dois dias, preciso de ajuda rápido",BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
"Criança não consegue dormir de dor, preciso de atendimento agora",BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
"Urgente, meu filho engoliu parte de um dente quebrado",BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Preciso de ajuda imediata, criança com sangramento na boca",BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,5,urgencia
"Situação grave, criança com abscesso dentário e muita dor",BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Meu filho está com inchaço no pescoço, preciso de socorro",BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
"Urgente, dente de leite caiu antes do tempo e está sangrando",BENEFICIARIO,presencial,2,ABERTO,OUTRO,4,urgencia
Criança com dor insuportável no dente do siso que está nascendo,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Preciso de alguém hoje, minha filha não consegue comer nada",BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,5,urgencia
"Emergência, fratura no maxilar após queda",BENEFICIARIO,presencial,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
Meu filho tem 4 anos e está em desespero de dor,BENEFICIARIO,presencial,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Urgente, criança com dor e calafrios, pode ser infecção grave",BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Preciso de consulta emergencial hoje, caso muito sério",BENEFICIARIO,telefone,1,ABERTO,OUTRO,4,urgencia
Minha filha tem febre há 3 dias junto com dor de dente,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Dente trincado após acidente, está com dor intensa",BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Urgente por favor, a situação piorou muito esta noite",BENEFICIARIO,presencial,2,SOLICITADO,OUTRO,4,urgencia
Sangramento que não para há mais de uma hora,BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,4,urgencia
Meu filho está se recusando a comer de tanta dor,BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
Criança com inchaço visível na bochecha desde esta manhã,BENEFICIARIO,telefone,2,ABERTO,OUTRO,4,urgencia
"Preciso de ajuda agora, não pode esperar",BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Caso grave, criança com dor e febre há mais de dois dias",BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Urgentíssimo, minha filha está chorando sem parar",BENEFICIARIO,telefone,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
"Infecção na gengiva com pus, preciso de atendimento hoje",BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Meu filho bateu o dente e ele ficou torto, emergência",BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
"Preciso de resposta urgente, situação piorou de ontem pra hoje",BENEFICIARIO,presencial,1,ABERTO,OUTRO,5,urgencia
Criança com dor muito forte no rosto e no ouvido,BENEFICIARIO,email,2,SOLICITADO,OUTRO,5,urgencia
"Urgente, meu filho não consegue abrir a boca direito",BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Preciso de socorro, minha filha está chorando de dor há horas",BENEFICIARIO,email,1,ABERTO,OUTRO,5,urgencia
"Dor de dente com inchaço, febre e cheiro ruim na boca",BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
"Meu filho está com o rosto deformado de inchaço, socorro",BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Caso gravíssimo, preciso de atendimento urgente agora",BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
socorro meu filho ta com muita dor,BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,5,urgencia
dor demais preciso de ajuda ja,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
Urgente por favor!!!,BENEFICIARIO,presencial,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
minha filha ta chorando de dor,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
meu filho ta com febre e inchaço,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
dor insuportavel socorro,BENEFICIARIO,email,1,SOLICITADO,OUTRO,4,urgencia
Preciso de ajuda urgente hoje,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
nao aguenta mais de dor,BENEFICIARIO,presencial,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
crianca com dor forte na boca,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
socorro preciso de atendimento,BENEFICIARIO,telefone,2,ABERTO,MULHER_APOLONIA,5,urgencia
meu filho ta com muito inchaço,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
emergencia bucal agora,BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
dente sangrado nao para,BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,4,urgencia
crianca com febre e dor horrivel,BENEFICIARIO,presencial,2,SOLICITADO,OUTRO,5,urgencia
preciso atendiemento urgente,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,5,urgencia
meu filho ta em desespero,BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,4,urgencia
e grave precisa de ajuda rapido,BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
minha menina ta sofrendo muito,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
Dente torto sangrado urgente,BENEFICIARIO,presencial,2,SOLICITADO,OUTRO,4,urgencia
ta muito grave nao aguenta mais,BENEFICIARIO,presencial,1,ABERTO,OUTRO,4,urgencia
crianca com abscesso pedindo ajuda,BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
meu filho ta mal precisa urgente,BENEFICIARIO,whatsapp,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
nao dorme de dor ha dois dias,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
Crianca com sangramento urgente,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
bochecha inchada feve muito urgente,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
socorro ela ta chorando la em casa,BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
nao consigo parar o sangramneto,BENEFICIARIO,whatsapp,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
preciso hoje senao fica pior,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
minha filha ta em colapso de dor,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
dente quebrado acidente agora a pouco,BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,4,urgencia
e crianca de 3 anos com dor forte,BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
ela ta com pus na gengiva socorro,BENEFICIARIO,presencial,2,SOLICITADO,OUTRO,4,urgencia
nao consigo nem dar agua de tanta dor,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
Infeccao boca crianca urgentissimo,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
meu filho caiu bateu os dente ta sangrando,BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
dor desde ontem crianca ta piorando,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
preciso atendimento emergencia hoje,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
crianca nao consegue comer de dor,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
ta com febre alta e a boca inchada,BENEFICIARIO,email,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
e urgente preciso de dentista agora,BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,5,urgencia
nao sei o q fazer ta com muita dor,BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
Sangramento e dor muita urgente,BENEFICIARIO,email,2,ABERTO,OUTRO,5,urgencia
minha filha esta piorando rapido,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
situacao critica precisamos de ajuda,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
meu filho ta muito mal com dor,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
preciso de socorro hoje mesmo,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
ela ta com febre e dor muito forte,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
crianca em colapso de dor socorro,BENEFICIARIO,email,1,SOLICITADO,OUTRO,4,urgencia
urgente preciso agora,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
dente sangando sem parar,BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
meu filho nao para de chorar,BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
infeccao no dente e febre,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
e urgente por favor,BENEFICIARIO,whatsapp,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
bochecha inchada nao consigo dormir,BENEFICIARIO,presencial,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
crianca chorando de dor ha horas,BENEFICIARIO,presencial,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
preciso de medico urgente bucal,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
situacao piorou muito preciso de ajuda,BENEFICIARIO,whatsapp,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
sangramento e pus na gengiva urgente,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
dente quebrado e sangrando muito,BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
crianca com dor intensa no ouvido e dente,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
preciso de atendimento hoje sem falta,BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
situacao critica com abscesso,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,5,urgencia
nao consigo nem comer de dor,BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,4,urgencia
Urgente crianca bateu dente e sangrou,BENEFICIARIO,email,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
socorro a bochecha inchada feio,BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
meu filho ta com pus e febre ha 2 dias,BENEFICIARIO,telefone,1,ABERTO,OUTRO,4,urgencia
crianca com dor insuportavel socorro,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
preciso de ajuda nao aguenta mais,BENEFICIARIO,presencial,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
dente infeccionado situacao grave,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
ela nao come nao dorme de dor,BENEFICIARIO,email,2,ABERTO,OUTRO,5,urgencia
socorro minha crianca ta muito mal,BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
urgente precisamos hoje mesmo,BENEFICIARIO,email,1,ABERTO,MULHER_APOLONIA,5,urgencia
dor muito forte crianca nao consola,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
rosto inchado febre e dor e urgente,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
crianca caiu bateu os dentes urgente,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
nao aguenta a dor precisa de socorro,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,4,urgencia
inflamacao grave na boca crianca,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
crianca com trauma dental urgente,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,5,urgencia
preciso de atendimento nao pode esperar,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
minha filha ta com a boca sangrando,BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,5,urgencia
e critica a situacao dela socorro,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
urgentissimo nao sei o q fazer,BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
crianca com calafrio e dor no dente,BENEFICIARIO,whatsapp,1,ABERTO,OUTRO,5,urgencia
o inchaço ta se espalhando preciso de ajuda,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
ela ta em desespero de dor socorro,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
emergencia dental crianca 5 anos,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
nao pode esperar e muito grave,BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,4,urgencia
boca sangrando muito nao sei o q fazer,BENEFICIARIO,whatsapp,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
pus no dente crianca precisa urgente,BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
ela ta com febre alta desde ontem,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
crianca recusando comer beber de dor,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
preciso urgente consulta emergencial,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,5,urgencia
meu filho ta com o rosto muito inchado,BENEFICIARIO,telefone,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
crianca com dor nas costas e no dente,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
nao consegue abrir a boca de dor,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
socorro e muito urgente mesmo,BENEFICIARIO,email,1,ABERTO,OUTRO,4,urgencia
ela ta chorando desde madrugada,BENEFICIARIO,email,1,SOLICITADO,OUTRO,4,urgencia
dente infeccionado crianca pequena urgente,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
crianca vomitou de tanta dor,BENEFICIARIO,email,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
preciso do dentista hoje mesmo urgente,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
Urgente situacao piorou na ultima hora,BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,5,urgencia
meu filho ta com a gengiva com pus,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
socoro crianca ta passando mal,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,4,urgencia
dor horrivel desde sexta socorro,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,4,urgencia
crianca com trauma nos dentes urgente,BENEFICIARIO,whatsapp,1,ABERTO,OUTRO,5,urgencia
nao para de sangrar desde hoje cedo,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
e grave demais preciso de socorro hj,BENEFICIARIO,telefone,2,ABERTO,OUTRO,5,urgencia
preciso urgente e e crianca pequena,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,4,urgencia
dor intensa meu filho ta em pânico,BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
crianca pequena com dente infeccionado,BENEFICIARIO,telefone,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
socorro dente ta caindo e sangrando,BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
precisamos de ajuda nao pode esperar,BENEFICIARIO,whatsapp,1,ABERTO,OUTRO,4,urgencia
minha filha nao dorme ha 2 noites,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
urgente bochecha inchada crianca,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
dor fortissima preciso agora mesmo,BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,5,urgencia
socorram minha crianca ta muito mal,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,5,urgencia
e critica precisa de ajuda hj,BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,4,urgencia
Crianca com abscesso urgente socorro,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
dor desde a madrugada nao para,BENEFICIARIO,presencial,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
meu filho ta com febre e dor juntos,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
urgentissimo crianca precisa de socorro,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
nao para de chorar de dor desde ontem,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
inchaço enorme no rosto e febre alta,BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,5,urgencia
crianca em crise de dor agora,BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
e emergencia bucal crianca,BENEFICIARIO,presencial,1,SOLICITADO,OUTRO,4,urgencia
preciso de dentista urgente hoje,BENEFICIARIO,email,2,ABERTO,OUTRO,4,urgencia
sangramento bucal que nao cessa,BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
meu filho ta com dor fortissima socorro,BENEFICIARIO,presencial,2,ABERTO,OUTRO,4,urgencia
Urgente nao aguenta de dor,BENEFICIARIO,telefone,2,ABERTO,MULHER_APOLONIA,4,urgencia
crianca com inflamacao no rosto urgente,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
dente fraturado urgente crianca,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
crianca com calafrio e abscesso bucal,BENEFICIARIO,email,2,ABERTO,OUTRO,5,urgencia
preciso de socorro urgente agora mesmo,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
e grave e crianca de 4 anos,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
sangrou muito e nao parou ainda,BENEFICIARIO,email,1,ABERTO,OUTRO,5,urgencia
minha filha ta desidratada de tanto choro,BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
urgente crianca com pus e febre,BENEFICIARIO,presencial,2,ABERTO,MULHER_APOLONIA,4,urgencia
a dor piorou muito nas ultimas horas,BENEFICIARIO,email,1,ABERTO,MULHER_APOLONIA,5,urgencia
crianca com trauma dental socorro,BENEFICIARIO,whatsapp,2,ABERTO,MULHER_APOLONIA,5,urgencia
meu filho ta sem conseguir falar direito,BENEFICIARIO,email,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
ela nao quer nem tomar agua de dor,BENEFICIARIO,whatsapp,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
precisa de atendimento emergencial hoje,BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,4,urgencia
urgente situacao que nao pode esperar,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
inchaço espalhando no pescoco urgente,BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,5,urgencia
crianca nao come beber nem dormir de dor,BENEFICIARIO,email,2,ABERTO,OUTRO,4,urgencia
socorro e critica a situacao,BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
dente quebrado sangrando crianca precisa ajuda,BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,5,urgencia
crianca com calafrio dor febre e pus,BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
precisa de socorro imediato nao aguenta,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,4,urgencia
e urgente o inchaço ta crescendo,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
dente infectado crianca urgentissimo,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
socorro e muito grave precisa hoje,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
meu filho ta com a bochecha piorando,BENEFICIARIO,whatsapp,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
crianca ta em sofrimento intenso socorro,BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,4,urgencia
preciso do dentista agora nao pode esperar,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,5,urgencia
urgente ela ta com muita febre e dor,BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
socorro crianca com infeccao bucal agora,BENEFICIARIO,whatsapp,1,ABERTO,OUTRO,4,urgencia
dor insuportavel preciso de ajuda hoje,BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
urgente inflamacao no pescoco crianca,BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,5,urgencia
minha filha ta chorando sem parar de dor,BENEFICIARIO,presencial,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
crianca com trauma e sangramento urgente,BENEFICIARIO,email,2,ABERTO,MULHER_APOLONIA,5,urgencia
e urgente crianca nao aguenta mais,BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
ela ta com febre alta e inchaço agora,BENEFICIARIO,whatsapp,2,ABERTO,OUTRO,5,urgencia
crianca ta inconsolavel de tanta dor,BENEFICIARIO,whatsapp,1,ABERTO,OUTRO,5,urgencia
urgente dente de leite infeccionado crianca,BENEFICIARIO,telefone,2,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
preciso de atendimento imediato agora,BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
